user_pseudo_id,session_id,session_start,session_end,session_duration_sec,event_count,event_types,platform,traffic_source,traffic_medium,device_category,operating_system,country,region
3128713565.3227649228,1,2020-12-08T22:11:56.192373+00:00,2020-12-08T22:11:59.843160+00:00,3,5,"[""view_promotion"", ""user_engagement"", ""page_view"", ""first_visit"", ""session_start""]",WEB,<Other>,<Other>,desktop,Web,India,Karnataka
97496012.5094153885,1,2020-11-02T19:15:31.487671+00:00,2020-11-02T19:15:42.530832+00:00,11,5,"[""session_start"", ""view_promotion"", ""first_visit"", ""page_view"", ""user_engagement""]",WEB,<Other>,<Other>,desktop,Web,Greece,Attica
754557701.3908657520,2,2021-01-17T05:29:48.648836+00:00,2021-01-17T05:29:59.856049+00:00,11,4,"[""session_start"", ""page_view"", ""user_engagement""]",WEB,google,organic,desktop,Web,Croatia,(not set)
4725998.7565046935,6,2020-11-20T14:33:54.440662+00:00,2020-11-20T14:33:59.494472+00:00,5,3,"[""session_start"", ""page_view"", ""view_promotion""]",WEB,<Other>,<Other>,desktop,<Other>,India,Maharashtra
8441698.8052106034,1,2021-01-05T10:55:51.694929+00:00,2021-01-05T10:55:56.286427+00:00,4,6,"[""page_view"", ""user_engagement"", ""first_visit"", ""session_start"", ""view_promotion""]",WEB,(direct),(none),mobile,iOS,Netherlands,North Holland
14068906.6721559726,1,2021-01-22T04:56:24.682931+00:00,2021-01-22T05:02:02.757701+00:00,338,15,"[""page_view"", ""scroll"", ""first_visit"", ""user_engagement"", ""session_start"", ""view_item""]",WEB,<Other>,referral,mobile,iOS,United States,Texas
1624884.8451928269,1,2021-01-04T11:14:23.327899+00:00,2021-01-04T11:36:13.100515+00:00,1309,12,"[""page_view"", ""scroll"", ""first_visit"", ""user_engagement"", ""session_start"", ""view_promotion""]",WEB,(direct),(none),desktop,Web,United States,Texas
91040061.4644304287,2,2020-12-10T03:23:35.393300+00:00,2020-12-10T03:23:35.393300+00:00,0,2,"[""user_engagement"", ""session_start""]",WEB,shop.googlemerchandisestore.com,referral,mobile,Web,Sri Lanka,Western Province
4157765.1073695994,1,2020-11-05T14:07:11.258084+00:00,2020-11-05T14:08:19.605012+00:00,68,12,"[""session_start"", ""page_view"", ""view_promotion"", ""scroll"", ""user_engagement""]",WEB,<Other>,referral,mobile,iOS,United States,Missouri
3043063.8172880944,1,2021-01-29T19:10:07.394301+00:00,2021-01-29T19:10:13.551608+00:00,6,6,"[""first_visit"", ""scroll"", ""session_start"", ""page_view"", ""user_engagement""]",WEB,google,organic,mobile,Web,United States,Texas
3416546.2437833989,1,2021-01-03T01:47:50.024333+00:00,2021-01-03T01:47:52.596558+00:00,2,5,"[""user_engagement"", ""session_start"", ""page_view"", ""first_visit""]",WEB,google,organic,mobile,iOS,United States,Oklahoma
4808405.7079838099,1,2021-01-07T20:27:34.310318+00:00,2021-01-07T20:28:26.384418+00:00,52,6,"[""user_engagement"", ""scroll"", ""page_view"", ""first_visit"", ""session_start""]",WEB,<Other>,referral,desktop,Web,Canada,Ontario
5554878.0772348619,3,2020-12-12T02:33:24.695222+00:00,2020-12-12T02:37:07.181060+00:00,222,35,"[""view_item"", ""session_start"", ""begin_checkout"", ""scroll"", ""add_payment_info"", ""user_engagement"", ""add_shipping_info"", ""view_promotion"", ""add_to_cart"", ""page_view""]",WEB,(direct),(none),mobile,Web,Spain,Castile-La Mancha
78887561.0737497561,2,2020-12-03T04:47:52.815810+00:00,2020-12-03T04:47:52.815810+00:00,0,2,"[""user_engagement"", ""session_start""]",WEB,<Other>,referral,desktop,Web,Canada,British Columbia
8053358.6150874833,1,2020-12-26T11:04:50.397231+00:00,2020-12-26T11:04:53.835620+00:00,3,4,"[""first_visit"", ""user_engagement"", ""session_start"", ""page_view""]",WEB,<Other>,<Other>,desktop,Web,India,Rajasthan
1302445.9945787554,1,2020-11-30T11:12:50.242784+00:00,2020-11-30T11:12:59.489201+00:00,9,5,"[""scroll"", ""session_start"", ""user_engagement"", ""first_visit"", ""page_view""]",WEB,(direct),(none),desktop,Web,United States,Virginia
18241411.2633809898,1,2020-11-26T20:24:33.636124+00:00,2020-11-26T20:24:33.636124+00:00,0,3,"[""session_start"", ""first_visit"", ""page_view""]",WEB,google,organic,desktop,Web,France,Nouvelle-Aquitaine
8291470.8719556766,1,2020-11-27T08:15:19.995968+00:00,2020-11-27T08:15:39.631081+00:00,19,4,"[""session_start"", ""first_visit"", ""user_engagement"", ""page_view""]",WEB,google,organic,tablet,iOS,United States,Iowa
60989961.0942579803,2,2021-01-12T00:03:44.327773+00:00,2021-01-12T00:08:09.955066+00:00,265,5,"[""page_view"", ""session_start"", ""scroll"", ""user_engagement""]",WEB,(data deleted),(data deleted),desktop,Web,Sweden,Vastra Gotaland County
7838651.0861340768,1,2021-01-03T19:38:25.069113+00:00,2021-01-03T19:38:32.781378+00:00,7,5,"[""session_start"", ""user_engagement"", ""page_view"", ""first_visit""]",WEB,google,organic,desktop,Web,Netherlands,North Holland
19641250.6662275896,7,2020-12-07T00:04:01.920610+00:00,2020-12-07T00:05:51.953495+00:00,110,34,"[""view_promotion"", ""session_start"", ""begin_checkout"", ""user_engagement"", ""add_shipping_info"", ""page_view"", ""view_item"", ""select_item"", ""scroll""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Web,Switzerland,(not set)
27937785.9609753911,1,2020-12-15T09:34:33.808689+00:00,2020-12-15T09:45:00.189379+00:00,626,34,"[""session_start"", ""first_visit"", ""view_promotion"", ""view_item"", ""page_view"", ""scroll"", ""user_engagement""]",WEB,shop.googlemerchandisestore.com,referral,mobile,Web,United States,California
44473773.3307915749,2,2020-11-05T20:29:34.773891+00:00,2020-11-05T20:29:34.773891+00:00,0,2,"[""session_start"", ""user_engagement""]",WEB,(data deleted),(data deleted),desktop,Windows,United States,Texas
91335081.9219016441,1,2021-01-19T23:05:48.239845+00:00,2021-01-19T23:20:23.787803+00:00,875,5,"[""session_start"", ""page_view"", ""user_engagement"", ""first_visit""]",WEB,<Other>,<Other>,desktop,Web,Puerto Rico,(not set)
44292900.2898428611,1,2020-12-11T23:29:48.999561+00:00,2020-12-11T23:30:19.652427+00:00,30,4,"[""page_view"", ""user_engagement"", ""first_visit"", ""session_start""]",WEB,<Other>,<Other>,desktop,Web,United Kingdom,Scotland
2866733.0406775615,1,2020-11-30T15:09:40.744581+00:00,2020-11-30T15:31:43.238465+00:00,1322,5,"[""user_engagement"", ""scroll"", ""first_visit"", ""page_view"", ""session_start""]",WEB,<Other>,<Other>,mobile,iOS,China,Zhejiang
28745712.8533672521,3,2020-11-05T23:28:42.349889+00:00,2020-11-05T23:30:02.357664+00:00,80,11,"[""user_engagement"", ""session_start"", ""scroll"", ""view_promotion"", ""page_view""]",WEB,<Other>,organic,desktop,Web,United States,Massachusetts
47849335.8550222064,1,2020-11-30T08:07:36.274119+00:00,2020-11-30T08:07:48.576260+00:00,12,5,"[""session_start"", ""user_engagement"", ""scroll"", ""first_visit"", ""page_view""]",WEB,google,cpc,desktop,Web,Brazil,State of Rio de Janeiro
43967500.8791463802,1,2021-01-25T02:56:21.841905+00:00,2021-01-25T02:56:28.885830+00:00,7,5,"[""user_engagement"", ""page_view"", ""first_visit"", ""session_start""]",WEB,google,cpc,mobile,Android,United States,Illinois
67710079.9768523979,4,2020-11-11T04:56:19.399895+00:00,2020-11-11T04:56:19.399895+00:00,0,2,"[""user_engagement"", ""session_start""]",WEB,(data deleted),(data deleted),desktop,Web,Tunisia,Tunis
15237451.6863780682,1,2020-12-22T10:56:16.341413+00:00,2020-12-22T10:56:21.449970+00:00,5,4,"[""page_view"", ""first_visit"", ""session_start"", ""view_promotion""]",WEB,(direct),(none),desktop,Windows,United States,Wisconsin
5753716.9772888203,3,2020-11-19T11:00:20.869437+00:00,2020-11-19T11:08:05.984513+00:00,465,3,"[""user_engagement"", ""page_view"", ""session_start""]",WEB,shop.googlemerchandisestore.com,referral,mobile,iOS,Germany,Baden-Wurttemberg
11562203.9832858542,1,2020-11-06T23:23:31.740301+00:00,2020-11-06T23:24:09.910743+00:00,38,10,"[""user_engagement"", ""scroll"", ""view_promotion"", ""page_view"", ""view_item"", ""first_visit"", ""session_start""]",WEB,<Other>,<Other>,mobile,Android,United States,California
5862673.4958841450,1,2020-11-18T04:38:49.946311+00:00,2020-11-18T04:39:37.096194+00:00,47,8,"[""page_view"", ""session_start"", ""view_promotion"", ""user_engagement"", ""first_visit"", ""select_promotion""]",WEB,google,organic,desktop,Web,Egypt,(not set)
6514857.4466366737,1,2020-12-29T05:13:14.545219+00:00,2020-12-29T05:13:19.488380+00:00,4,5,"[""session_start"", ""first_visit"", ""page_view"", ""view_item""]",WEB,<Other>,<Other>,mobile,Web,Canada,Quebec
36680721.7104913462,1,2020-11-03T03:34:01.657972+00:00,2020-11-03T03:34:05.310860+00:00,3,5,"[""first_visit"", ""user_engagement"", ""page_view"", ""session_start"", ""scroll""]",WEB,(direct),(none),desktop,Web,United Kingdom,England
2378881.9636973976,1,2021-01-20T23:51:39.468698+00:00,2021-01-20T23:52:23.692603+00:00,44,5,"[""first_visit"", ""page_view"", ""session_start"", ""user_engagement""]",WEB,google,organic,mobile,Android,Netherlands,North Brabant
8778551511.4724135177,1,2020-11-27T15:32:21.314072+00:00,2020-11-27T15:32:57.099120+00:00,35,5,"[""page_view"", ""session_start"", ""scroll"", ""first_visit"", ""user_engagement""]",WEB,<Other>,<Other>,mobile,Android,Canada,Alberta
6969307.5359979077,1,2020-12-02T09:54:23.848069+00:00,2020-12-02T09:54:23.848069+00:00,0,3,"[""session_start"", ""page_view"", ""first_visit""]",WEB,google,organic,mobile,iOS,South Korea,Seoul
6894041.7539059400,1,2020-11-23T10:56:22.548806+00:00,2020-11-23T10:56:45.981486+00:00,23,11,"[""first_visit"", ""view_promotion"", ""user_engagement"", ""session_start"", ""page_view"", ""scroll""]",WEB,<Other>,<Other>,mobile,iOS,Canada,Ontario
5607032.6177909177,1,2021-01-29T15:02:45.377706+00:00,2021-01-29T15:03:27.102424+00:00,41,5,"[""first_visit"", ""user_engagement"", ""page_view"", ""session_start""]",WEB,(direct),(none),desktop,Web,Czechia,South Moravian Region
8694182.6845911988,1,2020-11-11T14:20:36.650232+00:00,2020-11-11T14:20:58.532427+00:00,21,5,"[""session_start"", ""first_visit"", ""page_view"", ""scroll"", ""view_promotion""]",WEB,google,organic,mobile,iOS,United States,California
88197328.3708870607,1,2020-11-23T06:14:07.363056+00:00,2020-11-23T06:14:23.535527+00:00,16,5,"[""page_view"", ""session_start"", ""first_visit""]",WEB,(direct),(none),desktop,Web,Taiwan,Taiwan Province
5098911.7152990420,1,2020-11-01T22:13:33.204304+00:00,2020-11-01T22:13:41.910756+00:00,8,3,"[""scroll"", ""session_start"", ""page_view""]",WEB,(direct),(none),desktop,Windows,France,Ile-de-France
7811897.8311266498,1,2020-12-05T22:33:09.305862+00:00,2020-12-05T22:35:41.058756+00:00,151,17,"[""select_item"", ""select_promotion"", ""scroll"", ""session_start"", ""page_view"", ""view_item"", ""first_visit"", ""view_promotion"", ""user_engagement""]",WEB,google,organic,desktop,Web,United States,Indiana
79410851.9294795951,2,2020-12-08T15:16:35.341301+00:00,2020-12-08T15:16:47.990331+00:00,12,6,"[""scroll"", ""session_start"", ""view_promotion"", ""page_view"", ""user_engagement"", ""select_promotion""]",WEB,google,organic,desktop,<Other>,South Korea,Gyeonggi-do
90556636.8824215589,1,2020-12-27T17:09:53.942025+00:00,2020-12-27T17:09:53.942025+00:00,0,3,"[""first_visit"", ""page_view"", ""session_start""]",WEB,google,organic,desktop,Web,Romania,(not set)
54262255.2738863078,1,2020-12-29T08:34:08.625369+00:00,2020-12-29T08:34:14.320175+00:00,5,5,"[""session_start"", ""page_view"", ""first_visit"", ""user_engagement""]",WEB,(direct),(none),mobile,Web,Poland,Lesser Poland Voivodeship
6964593.9570090150,1,2020-11-10T06:25:24.840440+00:00,2020-11-10T06:26:26.492101+00:00,61,8,"[""page_view"", ""session_start"", ""view_item"", ""view_promotion"", ""user_engagement""]",WEB,<Other>,<Other>,desktop,Macintosh,China,Beijing
41846188.9460090073,1,2021-01-12T15:21:03.996258+00:00,2021-01-12T15:21:26.596867+00:00,22,6,"[""session_start"", ""first_visit"", ""user_engagement"", ""page_view"", ""scroll""]",WEB,(direct),(none),desktop,Macintosh,United Arab Emirates,Abu Dhabi
1875412.0225683822,1,2020-11-07T03:06:38.669617+00:00,2020-11-07T03:06:43.783350+00:00,5,4,"[""view_promotion"", ""session_start"", ""page_view"", ""first_visit""]",WEB,(direct),(none),desktop,Web,Singapore,(not set)
4777852.7756343677,2,2021-01-03T11:27:13.083975+00:00,2021-01-03T11:27:13.083975+00:00,0,2,"[""session_start"", ""user_engagement""]",WEB,(direct),(none),desktop,<Other>,Egypt,Cairo Governorate
68618607.4257472715,1,2021-01-31T02:28:08.284331+00:00,2021-01-31T02:28:09.266601+00:00,0,6,"[""first_visit"", ""session_start"", ""user_engagement"", ""view_item"", ""page_view""]",WEB,(direct),(none),desktop,Web,United States,Virginia
8780626.9776484602,3,2020-11-25T08:38:38.986181+00:00,2020-11-25T08:57:35.778061+00:00,1136,4,"[""user_engagement"", ""session_start"", ""view_promotion"", ""page_view""]",WEB,google,cpc,desktop,Web,Sri Lanka,Western Province
7834219.7386854374,1,2021-01-10T16:39:59.213972+00:00,2021-01-10T16:40:46.942050+00:00,47,5,"[""first_visit"", ""page_view"", ""session_start"", ""user_engagement""]",WEB,<Other>,<Other>,mobile,iOS,United States,Georgia
5783800956.5898793597,1,2021-01-24T10:49:21.922400+00:00,2021-01-24T10:51:24.834168+00:00,122,6,"[""scroll"", ""user_engagement"", ""session_start"", ""page_view"", ""first_visit""]",WEB,(direct),(none),desktop,Web,Spain,Catalonia
14758784.5819755342,2,2021-01-10T02:39:05.466295+00:00,2021-01-10T02:39:54.039317+00:00,48,8,"[""select_item"", ""user_engagement"", ""page_view"", ""session_start"", ""view_item""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Web,Russia,(not set)
91040677.7517640822,1,2020-12-17T21:20:15.291711+00:00,2020-12-17T21:20:26.482011+00:00,11,4,"[""session_start"", ""page_view"", ""first_visit"", ""user_engagement""]",WEB,google,organic,mobile,iOS,United States,Missouri
13341658.5185009222,1,2020-11-27T17:35:03.689224+00:00,2020-11-27T17:49:47.674807+00:00,883,34,"[""session_start"", ""user_engagement"", ""scroll"", ""view_item"", ""first_visit"", ""view_promotion"", ""page_view""]",WEB,(direct),(none),desktop,Web,United States,Tennessee
8294042431.2042736915,7,2020-12-03T07:02:42.317941+00:00,2020-12-03T07:07:05.679031+00:00,263,11,"[""view_promotion"", ""session_start"", ""scroll"", ""page_view"", ""user_engagement""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Web,India,Haryana
6657036.4578891315,1,2020-11-19T13:11:56.541257+00:00,2020-11-19T13:11:56.541257+00:00,0,3,"[""first_visit"", ""page_view"", ""session_start""]",WEB,<Other>,<Other>,mobile,Android,United States,Florida
70525585.7318508247,1,2020-12-15T09:39:33.040609+00:00,2020-12-15T09:39:35.728502+00:00,2,4,"[""first_visit"", ""session_start"", ""page_view"", ""user_engagement""]",WEB,google,organic,desktop,Web,United Kingdom,Scotland
6234102.9524506229,4,2021-01-18T23:22:58.453171+00:00,2021-01-18T23:26:47.675269+00:00,229,5,"[""session_start"", ""page_view"", ""user_engagement"", ""scroll""]",WEB,(data deleted),(data deleted),desktop,Web,United States,Iowa
35279877.5743576522,1,2020-12-12T10:08:13.710104+00:00,2020-12-12T10:13:26.810126+00:00,313,21,"[""select_item"", ""session_start"", ""first_visit"", ""page_view"", ""user_engagement"", ""scroll"", ""view_search_results"", ""view_item""]",WEB,<Other>,<Other>,desktop,Web,United States,Michigan
13563138.3981165619,2,2020-11-18T19:58:05.772208+00:00,2020-11-18T19:58:05.772208+00:00,0,2,"[""user_engagement"", ""session_start""]",WEB,google,organic,mobile,Web,Russia,Moscow
1695603.1663317649,3,2020-11-25T11:59:48.254328+00:00,2020-11-25T12:23:45.651982+00:00,1437,6,"[""session_start"", ""view_promotion"", ""user_engagement"", ""page_view""]",WEB,(direct),(none),mobile,Web,Japan,Tokyo
16782984.2356589042,1,2020-11-19T21:32:03.789998+00:00,2020-11-19T21:32:12.930830+00:00,9,6,"[""user_engagement"", ""session_start"", ""page_view"", ""scroll"", ""view_promotion""]",WEB,(direct),(none),mobile,Web,Russia,Saint Petersburg
2471684.6147122831,1,2020-12-21T10:22:11.637388+00:00,2020-12-21T10:24:57.504784+00:00,165,12,"[""view_item"", ""session_start"", ""first_visit"", ""scroll"", ""page_view"", ""user_engagement""]",WEB,<Other>,<Other>,desktop,Web,United States,Idaho
62212771.4922851695,1,2021-01-30T08:41:10.169181+00:00,2021-01-30T08:41:15.423019+00:00,5,4,"[""session_start"", ""page_view"", ""first_visit""]",WEB,<Other>,referral,desktop,Macintosh,France,Ile-de-France
75719996.1193431702,2,2020-11-09T23:01:48.203104+00:00,2020-11-09T23:01:48.203104+00:00,0,2,"[""user_engagement"", ""session_start""]",WEB,(data deleted),(data deleted),desktop,Web,United Kingdom,England
26068059.2178114167,1,2020-11-30T12:43:01.247498+00:00,2020-11-30T12:44:18.924291+00:00,77,6,"[""user_engagement"", ""first_visit"", ""page_view"", ""session_start"", ""view_promotion""]",WEB,<Other>,organic,mobile,Web,Canada,New Brunswick
2433760.0540484455,1,2020-11-26T03:39:07.471726+00:00,2020-11-26T03:39:10.816298+00:00,3,4,"[""user_engagement"", ""page_view"", ""first_visit"", ""session_start""]",WEB,(direct),(none),desktop,Web,Netherlands,South Holland
1931465.6573284432,1,2021-01-27T15:38:15.720993+00:00,2021-01-27T15:38:20.000584+00:00,4,5,"[""session_start"", ""page_view"", ""first_visit"", ""user_engagement""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Windows,United States,Colorado
13693927.9547262449,1,2020-11-09T04:27:26.089847+00:00,2020-11-09T04:27:58.872302+00:00,32,7,"[""scroll"", ""user_engagement"", ""first_visit"", ""session_start"", ""page_view""]",WEB,<Other>,organic,desktop,Web,Singapore,(not set)
27557768.2261285260,1,2020-12-11T14:25:16.475164+00:00,2020-12-11T14:25:24.045242+00:00,7,6,"[""user_engagement"", ""scroll"", ""first_visit"", ""session_start"", ""view_promotion"", ""page_view""]",WEB,google,organic,mobile,Android,United States,Oregon
6964841.3697397745,1,2021-01-25T00:51:55.138948+00:00,2021-01-25T00:52:01.983891+00:00,6,6,"[""page_view"", ""scroll"", ""first_visit"", ""user_engagement"", ""session_start""]",WEB,google,organic,desktop,<Other>,United States,(not set)
2442886.1928863386,2,2021-01-14T10:39:47.375004+00:00,2021-01-14T10:39:53.949065+00:00,6,5,"[""user_engagement"", ""page_view"", ""scroll"", ""session_start""]",WEB,<Other>,referral,desktop,Web,Brazil,State of Sao Paulo
83100138.3799262840,3,2021-01-30T01:33:28.425457+00:00,2021-01-30T01:54:00.028590+00:00,1231,10,"[""session_start"", ""view_item"", ""add_to_cart"", ""user_engagement"", ""scroll"", ""page_view""]",WEB,(direct),(none),mobile,Web,Japan,Osaka
66917742.6777015998,1,2020-12-15T23:11:07.785343+00:00,2020-12-15T23:12:01.652499+00:00,53,8,"[""session_start"", ""scroll"", ""page_view"", ""user_engagement"", ""first_visit""]",WEB,<Other>,<Other>,desktop,Web,Australia,New South Wales
5176886.1424732650,2,2020-11-06T14:07:40.551741+00:00,2020-11-06T14:07:40.551741+00:00,0,2,"[""session_start"", ""user_engagement""]",WEB,google,cpc,desktop,Windows,United States,Illinois
67164664.5120716136,1,2021-01-17T15:28:21.630417+00:00,2021-01-17T15:28:21.630417+00:00,0,3,"[""session_start"", ""first_visit"", ""page_view""]",WEB,<Other>,<Other>,desktop,Windows,France,Pays de la Loire
5247938713.2303034597,1,2021-01-08T21:56:02.750283+00:00,2021-01-08T21:56:20.170174+00:00,17,6,"[""page_view"", ""session_start"", ""scroll"", ""user_engagement"", ""first_visit""]",WEB,google,cpc,desktop,Web,United States,Alabama
2059298.2465682002,1,2020-11-07T16:21:42.763635+00:00,2020-11-07T16:22:02.118449+00:00,19,9,"[""first_visit"", ""session_start"", ""user_engagement"", ""page_view"", ""view_promotion"", ""scroll""]",WEB,<Other>,<Other>,mobile,Android,Turkey,Istanbul
2811145554.9642509942,1,2021-01-27T20:54:27.174245+00:00,2021-01-27T20:54:33.033243+00:00,5,5,"[""session_start"", ""scroll"", ""first_visit"", ""page_view""]",WEB,<Other>,referral,desktop,Macintosh,United States,Arizona
8234004.1836207094,1,2020-11-19T12:40:03.456926+00:00,2020-11-19T12:40:17.664330+00:00,14,5,"[""page_view"", ""view_promotion"", ""first_visit"", ""session_start"", ""scroll""]",WEB,shop.googlemerchandisestore.com,referral,mobile,Web,United States,Louisiana
57683959.0546294331,1,2020-11-23T20:01:22.721213+00:00,2020-11-23T20:01:41.391172+00:00,18,6,"[""user_engagement"", ""page_view"", ""scroll"", ""view_promotion"", ""first_visit"", ""session_start""]",WEB,<Other>,<Other>,desktop,Web,India,Maharashtra
28495390.7709624304,1,2021-01-19T15:52:25.542568+00:00,2021-01-19T15:52:31.308504+00:00,5,5,"[""session_start"", ""user_engagement"", ""first_visit"", ""page_view""]",WEB,google,organic,desktop,Windows,United States,Nevada
5863352.3210806107,1,2020-11-12T15:26:15.628164+00:00,2020-11-12T15:26:38.248695+00:00,22,9,"[""user_engagement"", ""scroll"", ""session_start"", ""page_view"", ""first_visit"", ""view_promotion""]",WEB,google,organic,desktop,Web,United States,Virginia
55287150.9354985272,1,2020-11-06T12:05:44.823247+00:00,2020-11-06T12:07:59.297918+00:00,134,14,"[""session_start"", ""first_visit"", ""user_engagement"", ""view_promotion"", ""scroll"", ""page_view""]",WEB,shop.googlemerchandisestore.com,referral,mobile,Web,India,Uttar Pradesh
53089111.5882107263,1,2020-11-24T16:12:11.034423+00:00,2020-11-24T16:12:16.067107+00:00,5,4,"[""view_promotion"", ""session_start"", ""page_view"", ""first_visit""]",WEB,google,organic,desktop,Web,Germany,Bavaria
65018664.5533886439,1,2021-01-10T04:04:04.921215+00:00,2021-01-10T04:04:10.787837+00:00,5,5,"[""session_start"", ""first_visit"", ""page_view"", ""scroll""]",WEB,google,organic,mobile,Web,Greece,Attica
6472215.4553438565,1,2021-01-07T18:51:43.108882+00:00,2021-01-07T18:57:54.708995+00:00,371,28,"[""scroll"", ""first_visit"", ""page_view"", ""session_start"", ""view_promotion"", ""user_engagement""]",WEB,google,organic,desktop,Windows,United States,Texas
53374749.5953395076,1,2020-11-04T19:42:47.314463+00:00,2020-11-04T19:45:00.884195+00:00,133,6,"[""scroll"", ""session_start"", ""user_engagement"", ""page_view"", ""view_promotion"", ""first_visit""]",WEB,google,cpc,desktop,Web,United Kingdom,England
64087849.5162380226,1,2020-11-25T01:12:05.181028+00:00,2020-11-25T01:12:25.968505+00:00,20,5,"[""session_start"", ""page_view"", ""first_visit"", ""scroll"", ""user_engagement""]",WEB,<Other>,<Other>,desktop,Windows,United States,Minnesota
38960276.4448292123,1,2021-01-26T10:34:42.384216+00:00,2021-01-26T10:35:56.595096+00:00,74,17,"[""view_promotion"", ""user_engagement"", ""first_visit"", ""page_view"", ""scroll"", ""session_start""]",WEB,(direct),(none),tablet,Web,United States,California
1666289.0491054640,1,2021-01-22T03:33:06.053597+00:00,2021-01-22T03:41:57.391918+00:00,531,7,"[""first_visit"", ""scroll"", ""session_start"", ""user_engagement"", ""page_view""]",WEB,<Other>,<Other>,mobile,Web,United States,Michigan
80456254.0942534129,2,2021-01-21T12:01:03.790135+00:00,2021-01-21T12:01:03.790135+00:00,0,2,"[""session_start"", ""user_engagement""]",WEB,google,cpc,desktop,Web,United States,New York
15978497.4679266162,9,2020-11-15T16:24:49.071794+00:00,2020-11-15T16:26:50.948318+00:00,121,6,"[""scroll"", ""session_start"", ""view_promotion"", ""user_engagement"", ""page_view""]",WEB,google,organic,mobile,Web,United States,California
24713978.9545437332,1,2020-11-30T02:46:01.349758+00:00,2020-11-30T02:46:59.136883+00:00,57,8,"[""page_view"", ""view_promotion"", ""session_start"", ""user_engagement"", ""scroll""]",WEB,<Other>,referral,desktop,Web,United States,Louisiana
24303395.2429485667,1,2020-12-24T18:08:58.171906+00:00,2020-12-24T18:09:02.483199+00:00,4,5,"[""scroll"", ""first_visit"", ""user_engagement"", ""session_start"", ""page_view""]",WEB,(direct),(none),mobile,iOS,Ireland,County Dublin
7063642.2880175208,1,2021-01-09T01:40:44.348111+00:00,2021-01-09T01:40:49.365300+00:00,5,5,"[""page_view"", ""view_promotion"", ""session_start"", ""first_visit""]",WEB,(direct),(none),desktop,Web,United States,Florida
72814798.9300576217,1,2020-12-31T17:30:00.594157+00:00,2020-12-31T17:30:34.003790+00:00,33,6,"[""user_engagement"", ""session_start"", ""page_view"", ""scroll"", ""first_visit""]",WEB,<Other>,<Other>,desktop,Web,Spain,Canary Islands
8586202.5151325042,2,2020-12-03T01:26:51.573615+00:00,2020-12-03T01:27:57.528537+00:00,65,6,"[""view_item"", ""session_start"", ""scroll"", ""page_view"", ""user_engagement""]",WEB,<Other>,organic,desktop,Macintosh,United States,Massachusetts
6696835.2535744189,1,2020-11-23T16:53:13.023068+00:00,2020-11-23T16:53:13.023068+00:00,0,3,"[""session_start"", ""page_view"", ""first_visit""]",WEB,<Other>,organic,desktop,Web,United Kingdom,England
8178796.0000547271,1,2021-01-30T07:55:59.712705+00:00,2021-01-30T07:57:57.885837+00:00,118,15,"[""view_promotion"", ""user_engagement"", ""page_view"", ""first_visit"", ""scroll"", ""session_start"", ""view_item""]",WEB,<Other>,referral,mobile,iOS,Canada,Ontario
3078793.0774698573,2,2021-01-16T10:15:15.779546+00:00,2021-01-16T10:15:27.990181+00:00,12,5,"[""session_start"", ""page_view"", ""scroll"", ""user_engagement""]",WEB,<Other>,referral,desktop,Web,Greece,(not set)
41392093.8972660846,1,2020-12-22T20:10:56.450973+00:00,2020-12-22T20:12:58.208429+00:00,121,12,"[""first_visit"", ""view_promotion"", ""user_engagement"", ""view_item"", ""session_start"", ""page_view"", ""scroll""]",WEB,google,cpc,desktop,Web,Spain,(not set)
4947320.1077296382,1,2021-01-20T21:57:51.509690+00:00,2021-01-20T21:58:15.172545+00:00,23,5,"[""user_engagement"", ""session_start"", ""first_visit"", ""page_view""]",WEB,<Other>,<Other>,mobile,Web,United States,Kentucky
45208689.1759716309,1,2021-01-17T16:21:05.904882+00:00,2021-01-17T16:21:31.368128+00:00,25,8,"[""user_engagement"", ""first_visit"", ""view_promotion"", ""scroll"", ""page_view"", ""session_start""]",WEB,<Other>,referral,desktop,Web,Germany,Bavaria
95787444.9494354809,2,2020-11-23T17:36:14.279128+00:00,2020-11-23T17:36:14.279128+00:00,0,2,"[""user_engagement"", ""session_start""]",WEB,(direct),(none),desktop,Web,United States,California
1351456.5586468783,1,2021-01-16T18:52:15.349815+00:00,2021-01-16T18:52:48.302433+00:00,32,8,"[""session_start"", ""page_view"", ""first_visit"", ""scroll"", ""user_engagement""]",WEB,(direct),(none),mobile,iOS,United States,New Jersey
8571849120.3148353685,6,2020-11-21T00:22:07.745865+00:00,2020-11-21T00:23:28.087721+00:00,80,13,"[""view_promotion"", ""user_engagement"", ""page_view"", ""session_start"", ""scroll""]",WEB,(direct),(none),mobile,Web,United States,New Jersey
7188953.9300427402,1,2020-11-30T15:43:27.164187+00:00,2020-11-30T15:44:31.012717+00:00,63,9,"[""session_start"", ""user_engagement"", ""page_view"", ""first_visit"", ""scroll"", ""view_promotion""]",WEB,google,cpc,mobile,Web,United States,California
